Pozo,YACIMIENTO,ZONA,STATUS2024,Petroleo(bopd),Oil Cum (MSTB),Cum Parinas(MSTB),Cum Verdun (MSTB),Cum Mogollon (MSTB),Cum Talara(MSTB)
3976,YESO,S,ATA,0.37,36.897,0,0,36.9,0
398,NEGRITOS,O,APA,0.03,31.974,0,0,32,0
3980,LOMITOS,E,APA,2.17,4.558,0,0,0,0
3982,VERDUNALTO,E,APA,4.13,2.24,0,0,2.2,0
3987,COLINA,E,DPA,,0,0,0,0,0
3993,SANJUAN,E,ATA,1.29,33.323,0,0,33.3,0
3997,COLINA,E,PROD,0.26,95.357,95.4,0,0,0
3998,COLINA,E,DPA,,0,0,0,0,0
3999,SILLA,E,ATA,0,586.912,586.9,0,0,0
3J,NEGRITOS,O,APA,,0,0,0,0,0
40,NEGRITOS,O,DPA,,0,0,0,0,0
400,NEGRITOS,O,ATA,3.23,88.446,0,0,0,0
4000,LOMITOS,E,DPA,,0,0,0,0,0
4002,SILLA,E,DPA,,0,0,0,0,0
4003,GAVILAN,S,PROD,1.39,91.49,0,66.8,24.7,0
4004,YESO,S,PROD,6.38,124.581,10.8,34.3,79.5,0
401,NEGRITOS,O,APA,327,10.137,0,0,0,0
4015,SILLA,E,PROD,3.66,61.551,38.3,23.3,0,0
402,NEGRITOS,O,DPA,,0,0,0,0,0
4020,CENTINELA,S,ATA,0.68,91.462,91.5,0,0,0
403,NEGRITOS,O,ATA,0.26,13.091,0,0,13.1,0
4031,YESO,S,ATA,,0,0,0,0,0
4034,SANJUAN,E,ATA,0,21.76,21.8,0,0,0
4036,ANCHA,E,APA,0.35,0.12,0,0.1,0,0
4037,COLINA,E,DPA,,0,0,0,0,0
4038,ANCHA,E,ATA,2.26,24.459,0,24.5,0,0
404,NEGRITOS,O,ATA,0.32,23.524,0,0,23.5,0
4041,YESO,S,PROD,8.69,93.932,21.3,0,72.6,0
4042,ANEXO,S,PROD,3.24,135.116,135.1,0,0,0
4043,SANJUAN,E,ATA,1.61,95.158,95.2,0,0,0
4044,SANJUAN,E,ATA,2.16,80.493,80.5,0,0,0
4046,SANJUAN,E,DPA,,0,0,0,0,0
4047,SANJUAN,E,DPA,,0,0,0,0,0
405,NEGRITOS,O,APA,0.23,27.837,0,0,0,0
406,NEGRITOS,O,ATA,0.23,30.92,0,0,30.9,0
4062,YESO,S,DPA,,0,0,0,0,0
4065,ANCHA,E,PROD,0.97,40.874,0,40.9,0,0
4067,CENTINELA,S,PROD,1.06,112.97,113,0,0,0
407,NEGRITOS,O,ATA,0.52,31.889,0,0,31.9,0
4074,PLAYA,O,DPA,,0,0,0,0,0
4075,ANCHA,E,APA,1.53,0.231,0,0.2,0,0
408,NEGRITOS,O,APA,0.17,11.129,0,0,11.1,0
4082,SANJUAN,E,ATA,0,112.594,112.6,0,0,0
409,NEGRITOS,O,ATA,0.35,21.283,0,0,21.3,0
4090,LAGUNITOS,S,DPA,,0,0,0,0,0
4099,LOMITOS,E,DPA,,0,0,0,0,0
41,NEGRITOS,O,DPA,,0,0,0,0,0
410,NEGRITOS,O,ATA,0.03,44.756,0,0,0,0
4103,SILLA,E,DPA,,0,0,0,0,0
411,NEGRITOS,O,APA,0.07,20.61,0,0,20.6,0
412,NEGRITOS,O,APA,0.03,27.552,0,0,27.6,0
4125,ANCHA,E,DPA,,0,0,0,0,0
413,NEGRITOS,O,ATA,0.52,26.276,0,0,26.3,0
414,NEGRITOS,O,ATA,0.45,28.852,0,0,28.9,0
4142,YESO,S,ATA,1.13,0.718,0,0,0.7,0
4144,PUEBLO,S,ATA,0,0.132,0.1,0,0,0
4146,PUEBLO,S,ATA,0,0.015,0,0,0,0
4149,PUEBLO,S,ATA,0,4.381,4.4,0,0,0
415,NEGRITOS,O,DPA,,0,0,0,0,0
4150,RAMON,E,ATA,0.16,25.54,0,0,25.5,0
4152,CENTINELA,S,ATA,2.33,351.146,351.1,0,0,0
416,NEGRITOS,O,APA,0.13,9.926,0,0,9.9,0
4163,CENTINELA,S,DPA,,0,0,0,0,0
4165,CENTINELA,S,ATA,0,0,0,0,0,0
4166,VICHAYO,E,PROD,0.3,26.889,8,18.9,0,0
4167,VICHAYO,E,DPA,,0,0,0,0,0
4168,PUEBLO,S,ATA,0.3,6.695,6.7,0,0,0
417,NEGRITOS,O,APA,877.97,27.217,0,0,0,0
4170,PLAYA,O,DPA,,0,0,0,0,0
4174,NEGRITOS,O,PROD,1.95,203.298,0,0,203.3,0
4176,NEGRITOS,O,DPA,,0,0,0,0,0
4179,CENTINELA,S,ATA,1.58,106.16,106.2,0,0,0
418,NEGRITOS,O,ATA,0.23,9.432,0,0,9.4,0
4182,ANEXO,S,ATA,0.35,98.4,98.4,0,0,0
4185,LAGUNITOS,S,DPA,,0,0,0,0,0
419,NEGRITOS,O,APA,0.23,15.16,0,0,15.2,0
420,NEGRITOS,O,APA,513.16,15.908,0,0,15.9,0
4200,VICHAYO,E,DPA,,0,0,0,0,0
4204,CENTINELA,S,DPA,,0,0,0,0,0
421,NEGRITOS,O,ATA,0.2,13.487,0,0,13.5,0
4213,OVERALES,E,ATA,0,26.507,26.5,0,0,0
4214,OVERALES,E,ATA,0,0.122,0.1,0,0,0
4216,OVERALES,E,ATA,0,0.423,0.4,0,0,0
4217,OVERALES,E,ATA,0,0.638,0.6,0,0,0
4218,OVERALES,E,ATA,2303.23,69.097,69.1,0,0,0
4219,OVERALES,E,ATA,0,0.024,0,0,0,0
422,NEGRITOS,O,APA,112,3.472,0,0,3.5,0
4222,VICHAYO,E,PROD,0.64,102.163,89.4,12.7,0,0
4223,CENTINELA,S,DPA,,0,0,0,0,0
423,NEGRITOS,O,ATA,0.68,63.886,0,0,0,0
424,NEGRITOS,O,APA,0.16,9.957,0,0,10,0
4241,YESO,S,PROD,0.85,99.677,2.8,0,96.9,0
4245,VERDUNALTO,E,DPA,,0,0,0,0,0
425,NEGRITOS,O,DPA,,0,0,0,0,0
4252,ANEXO,S,ATA,0.81,0.402,0.4,0,0,0
4253,YESO,S,PROD,3.34,105.373,22,0,83.4,0
426,NEGRITOS,O,APA,0.1,25.89,0,0,25.9,0
4260,SILLA,E,DPA,,0,0,0,0,0
4261,CENTINELA,S,DPA,,0,0,0,0,0
4262,VICHAYO,E,PROD,0.85,341.927,326,15.9,0,0
4263,VICHAYO,E,DPA,,0,0,0,0,0
4264,VICHAYO,E,DPA,,0,0,0,0,0
427,NEGRITOS,O,APA,0.19,29.861,0,0,0,0
4275,CENTINELA,S,DPA,,0,0,0,0,0
428,NEGRITOS,O,APA,1286.65,39.886,0,0,39.9,0
4288,YESO,S,PROD,0.26,49.594,0,0,49.6,0
4289,YESO,S,PROD,0,129.941,0,0,129.9,0
429,NEGRITOS,O,DPA,,0,0,0,0,0
430,NEGRITOS,O,APA,0.23,0.236,0,0,0,0
4302,VICHAYO,E,ATA,0.1,142.424,142.4,0,0,0
431,NEGRITOS,O,APA,0.13,10.411,0,0,10.4,0
4317,VICHAYO,E,DPA,,0,0,0,0,0
432,NEGRITOS,O,DPA,,0,0,0,0,0
4323,VICHAYO,E,PROD,0.85,158.23,148.4,9.9,0,0
4324,VICHAYO,E,APA,0,5.325,5.3,0,0,0
4325,LAGUNITOS,S,DPA,,0,0,0,0,0
433,NEGRITOS,O,APA,0.06,23.278,0,0,23.3,0
434,NEGRITOS,O,ATA,0.06,21.476,0,0,21.5,0
4343,NEGRITOS,O,ATA,3.57,108.87,0,0,0,0
4345,YESO,S,ATA,1.26,21.339,0,0,21.3,0
435,NEGRITOS,O,APA,0.23,11.023,0,0,11,0
4353,VICHAYO,E,DPA,,0,0,0,0,0
4354,VICHAYO,E,DPA,,0,0,0,0,0
436,NEGRITOS,O,ATA,0.37,42.283,0,0,42.3,0
437,NEGRITOS,O,DPA,,0,0,0,0,0
438,NEGRITOS,O,APA,3.03,53.46,0,0,0,0
4389,COLINA,E,DPA,,0,0,0,0,0
439,NEGRITOS,O,DPA,,0,0,0,0,0
440,NEGRITOS,O,APA,0.1,13.065,0,0,13.1,0
4400,LAGUNITOS,S,APA,0,0,0,0,0,0
4401,YESO,S,ATA,0,0.036,0,0,0,0
441,NEGRITOS,O,APA,300.84,9.326,0,0,9.3,0
4410,CENTINELA,S,DPA,,0,0,0,0,0
4417,VERDUNALTO,E,DPA,,0,0,0,0,0
4418,VERDUNALTO,E,ATA,3.13,29.278,0,0,29.3,0
4419,SIETEVIENTOS,O,ATA,1,26.673,26.7,0,0,0
442,NEGRITOS,O,APA,0.19,0.539,0,0,0.5,0
4421,NEGRITOS,O,ATA,0,0.589,0,0,0.6,0
4422,NEGRITOS,O,ATA,0,2.141,0,0,0,0
4423,NEGRITOS,O,ATA,1.26,68.064,0,0,0,0
4424,NEGRITOS,O,ATA,0,0.027,0,0,0,0
443,NEGRITOS,O,APA,0.87,11.261,0,0,11.3,0
4432,VICHAYO,E,PROD,0.85,318.994,319,0,0,0
444,NEGRITOS,O,ATA,0.13,21.916,0,0,21.9,0
445,NEGRITOS,O,DPA,,0,0,0,0,0
446,NEGRITOS,O,APA,0.13,10.235,0,0,10.2,0
447,NEGRITOS,O,ATA,0.61,40.299,0,0,40.3,0
448,NEGRITOS,O,APA,0.07,10.133,0,0,10.1,0
4487,SANDINO,E,ATA,1.47,151.901,151.9,0,0,0
449,NEGRITOS,O,APA,0.42,10.553,0,0,10.6,0
450,NEGRITOS,O,APA,0.39,10.422,0,0,10.4,0
4501,SANPEDRO,E,DPA,,0,0,0,0,0
4502,SANPEDRO,E,ATA,0.1,1.908,1.9,0,0,0
4504,ANCHA,E,DPA,,0,0,0,0,0
4506,ANCHA,E,PROD,1.98,73.731,0,73.7,0,0
4509,YESO,S,DPA,,0,0,0,0,0
451,NEGRITOS,O,APA,0.1,10.738,0,0,10.7,0
4514,SILLA,E,PROD,0.64,50.929,13.6,37.4,0,0
452,NEGRITOS,O,APA,0.17,10.12,0,0,10.1,0
453,NEGRITOS,O,APA,267.94,8.306,0,0,8.3,0
454,NEGRITOS,O,ATA,0.47,14.346,0,0,14.3,0
4540,CENTINELA,S,DPA,,0,0,0,0,0
455,NEGRITOS,O,APA,0.03,16.979,0,0,17,0
4551,YESO,S,PROD,1.46,46.883,0,0,46.9,0
456,NEGRITOS,O,ATA,0.1,29.822,0,0,29.8,0
4568,OVERALES,E,ATA,0,34.056,34.1,0,0,0
457,NEGRITOS,O,APA,0.1,13.286,0,0,13.3,0
4570,RAMON,E,PROD,0.12,83.114,25.5,0,57.6,0
458,NEGRITOS,O,APA,267.94,8.306,0,0,8.3,0
459,NEGRITOS,O,DPA,,0,0,0,0,0
4598,RAMON,E,ATA,1.83,138.386,0,0,138.4,0
4599,RAMON,E,DPA,,0,0,0,0,0
460,NEGRITOS,O,DPA,,0,0,0,0,0
461,NEGRITOS,O,ATA,0.03,10.517,0,0,10.5,0
4617,NEGRITOS,O,ATA,1.53,10.13,0,0,0,0
4618,NEGRITOS,O,APA,0,0,0,0,0,0
462,NEGRITOS,O,APA,0.13,17.318,0,0,17.3,0
4622,NEGRITOS,O,ATA,0,0,0,0,0,0
4623,NEGRITOS,O,ATA,0,0,0,0,0,0
463,NEGRITOS,O,APA,0.13,9.88,0,0,9.9,0
4632,ANCHA,E,ATA,0.71,1.049,0,1,0,0
464,NEGRITOS,O,APA,100.19,3.106,0,0,3.1,0
4642,NEGRITOS,O,ATA,0,0,0,0,0,0
4643,NEGRITOS,O,ATA,0,0,0,0,0,0
4644,NEGRITOS,O,ATA,0,0,0,0,0,0
4646,NEGRITOS,O,ATA,1.03,29.961,0,0,0,0
4648,NEGRITOS,O,ATA,0,0,0,0,0,0
4649,NEGRITOS,O,ATA,0,0,0,0,0,0
465,NEGRITOS,O,DPA,,0,0,0,0,0
4651,NEGRITOS,O,ATA,0,0,0,0,0,0
4652,NEGRITOS,O,ATA,0.5,5.177,0,0,5.2,0
4653,NEGRITOS,O,DPA,,0,0,0,0,0
4654,NEGRITOS,O,ATA,0,0,0,0,0,0
4655,NEGRITOS,O,ATA,0.84,0.645,0,0,0,0
4656,NEGRITOS,O,ATA,0,0,0,0,0,0
4657,NEGRITOS,O,ATA,0,0,0,0,0,0
4658,NEGRITOS,O,ATA,0,0,0,0,0,0
4659,NEGRITOS,O,DPA,,0,0,0,0,0
466,NEGRITOS,O,DPA,,0,0,0,0,0
4661,NEGRITOS,O,ATA,0,0,0,0,0,0
4662,NEGRITOS,O,ATA,0,0,0,0,0,0
4663,NEGRITOS,O,ATA,0,0,0,0,0,0
4664,NEGRITOS,O,ATA,0,0,0,0,0,0
4666,NEGRITOS,O,ATA,0,0,0,0,0,0
4667,NEGRITOS,O,ATA,0.29,0.463,0,0,0,0
4668,NEGRITOS,O,ATA,0,0,0,0,0,0
4669,NEGRITOS,O,ATA,0,0,0,0,0,0
467,NEGRITOS,O,APA,86.58,2.684,0,0,2.7,0
4671,NEGRITOS,O,ATA,0,0,0,0,0,0
4672,NEGRITOS,O,ATA,0,0,0,0,0,0
4673,NEGRITOS,O,ATA,0.94,5.416,0,0,5.4,0
4674,NEGRITOS,O,ATA,0.06,36.771,0,0,36.8,0
4676,NEGRITOS,O,ATA,3.27,121.846,0,0,0,0
4679,NEGRITOS,O,ATA,0.13,138.648,0,0,0,0
468,NEGRITOS,O,APA,284,8.804,0,0,8.8,0
4681,NEGRITOS,O,ATA,10.13,207.7,0,0,0,0
4682,NEGRITOS,O,ATA,0,91.436,0,0,0,0
4683,NEGRITOS,O,ATA,0.74,23.739,0,0,0,0
4684,NEGRITOS,O,ATA,0,0,0,0,0,0
4686,NEGRITOS,O,ATA,0.23,12.962,0,0,0,0
4687,NEGRITOS,O,ATA,0.81,115.139,0,0,0,0
4688,NEGRITOS,O,ATA,0.48,124.048,0,0,0,0
4689,NEGRITOS,O,ATA,0,20.546,0,0,0,0
469,NEGRITOS,O,APA,1,13.471,0,0,13.5,0
4692,NEGRITOS,O,ATA,1.39,103.384,0,0,0,0
4693,NEGRITOS,O,ATA,1.52,62.931,0,0,0,0
4694,NEGRITOS,O,ATA,0.81,144.85,0,0,0,0
4696,NEGRITOS,O,ATA,0.29,246.162,0,0,246.2,0
4697,NEGRITOS,O,ATA,0.63,88.478,0,0,0,0
470,NEGRITOS,O,APA,0.21,9.36,0,0,9.4,0
471,NEGRITOS,O,DPA,,0,0,0,0,0
472,NEGRITOS,O,APA,0.26,7.863,0,0,7.9,0
4724,NEGRITOS,O,ATA,0,0,0,0,0,0
4726,NEGRITOS,O,ATA,0,0,0,0,0,0
473,NEGRITOS,O,ATA,1.13,38.702,0,0,38.7,0
4737,ANCHA,E,ATA,0,0,0,0,0,0
4738,ANCHA,E,APA,0,0,0,0,0,0
4739,ANCHA,E,ATA,0,0,0,0,0,0
474,NEGRITOS,O,APA,0.19,3.777,0,0,3.8,0
4741,ANCHA,E,ATA,0,0,0,0,0,0
4742,ANCHA,E,ATA,0,0,0,0,0,0
4743,ANCHA,E,ATA,0.06,0.036,0,0,0,0
475,NEGRITOS,O,APA,877.97,27.217,0,0,0,0
476,NEGRITOS,O,APA,0.13,0.848,0,0,0.8,0
477,NEGRITOS,O,DPA,,0,0,0,0,0
4776,NEGRITOS,O,DPA,,0,0,0,0,0
4778,NEGRITOS,O,ATA,0,0,0,0,0,0
4779,NEGRITOS,O,ATA,0,0,0,0,0,0
478,NEGRITOS,O,ATA,1.26,22.426,0,0,22.4,0
4781,NEGRITOS,O,DPA,,0,0,0,0,0
4783,NEGRITOS,O,DPA,,0,0,0,0,0
479,NEGRITOS,O,APA,0.42,6.667,0,0,6.7,0
480,NEGRITOS,O,ATA,0.23,20.545,0,0,20.5,0
481,NEGRITOS,O,APA,104.74,3.247,0,0,3.2,0
4810,GAVILAN,S,PROD,3.34,113.413,0,10.7,102.8,0
482,NEGRITOS,O,APA,86.58,2.684,0,0,2.7,0
4820,SIETEVIENTOS,O,PROD,5.41,206.394,206.4,0,0,0
4825,NEGRITOS,O,DPA,,0,0,0,0,0
4827,NEGRITOS,O,ATA,0,59.245,0,0,0,0
483,NEGRITOS,O,APA,0.07,9.746,0,0,0,0
4836,LAGUNITOS,S,ATA,,0,0,0,0,0
484,NEGRITOS,O,DPA,,0,0,0,0,0
485,NEGRITOS,O,ATA,0.06,22.841,0,0,0,0
4850,LOMITOS,E,ATA,0.13,116.45,116.5,0,0,0
4855,PLAYA,O,DPA,0,0,0,0,0,0
486,NEGRITOS,O,ATA,0.87,34.145,0,0,34.1,0
487,NEGRITOS,O,APA,0.03,17.019,0,0,0,0
4878,SILLA,E,ATA,0.45,1.516,1.5,0,0,0
4879,ANCHA,E,PROD,0.19,123.815,0,123.8,0,0
488,NEGRITOS,O,DPA,,0,0,0,0,0
4886,NEGRITOS,O,ATA,0.07,93.148,0,0,40.6,0
488A,NEGRITOS,O,DPA,,0,0,0,0,0
489,NEGRITOS,O,DPA,,0,0,0,0,0
4891,NEGRITOS,O,ATA,0.03,89.619,0,0,0,0
4892,SILLA,E,ATA,0,0,0,0,0,0
4893,SANDINO,E,PROD,0.19,5.458,5.5,0,0,0
4897,SANJUAN,E,DPA,,0,0,0,0,0
4898,NEGRITOS,O,DPA,,0,0,0,0,0
4899,SANDINO,E,ATA,0,0,0,0,0,0
490,NEGRITOS,O,ATA,0.29,19.595,0,0,19.6,0
4900,SANJUAN,E,PROD,1.46,18.423,0,0,18.4,0
491,NEGRITOS,O,ATA,0.39,42.803,0,0,42.8,0
4910,NEGRITOS,O,ATA,0.23,21.451,0,0,0,0
4915,LOMITOS,E,PROD,4.12,352.363,70.5,0,281.9,0
4916,SANJUAN,E,ATA,0.19,45.711,45.7,0,0,0
4917,SANJUAN,E,DPA,,0,0,0,0,0
4918,SANJUAN,E,ATA,0.35,42.603,42.6,0,0,0
4919,SANJUAN,E,DPA,,0,0,0,0,0
492,NEGRITOS,O,APA,0.42,6.888,0,0,6.9,0
4922,ANCHA,E,PROD,0.33,23.723,0,23.7,0,0
493,NEGRITOS,O,APA,0.17,25.554,0,0,0,0
4930,LAGUNITOS,S,ATA,2.53,0.346,0,0.3,0,0
4937,SILLA,E,ATA,0.06,2.055,2.1,0,0,0
494,NEGRITOS,O,ATA,0.87,21.994,0,0,22,0
495,NEGRITOS,O,APA,0.81,18.387,0,0,18.4,0
4950,COLINA,E,ATA,0.06,188.861,176.4,12.5,0,0
4952,SANDINO,E,ATA,2.83,39.042,39,0,0,0
4957,LOMITOS,E,ATA,0.52,13.711,0,0,13.7,0
496,NEGRITOS,O,APA,0.35,7.924,0,0,7.9,0
4962,NEGRITOS,O,ATA,4,169.163,0,0,0,0
4964,LOMITOS,E,ATA,2.4,1.199,0,0,0,0
4966,VERDUNALTO,E,PROD,5.48,318.079,0,0,318.1,0
4969,SANDINO,E,ATA,,47.671,47.7,0,0,0
497,NEGRITOS,O,APA,0.26,8.616,0,0,8.6,0
498,NEGRITOS,O,APA,0.18,3.528,0,0,3.5,0
4983,NEGRITOS,O,ATA,0,1.629,0,0,0,0
4984,NEGRITOS,O,ATA,0.07,9.599,0,0,0,0
4985,RIOVERDE,E,ATA,1.5,8.94,1.7,0,7.3,0
499,NEGRITOS,O,ATA,0.61,20.642,0,0,20.6,0
4995,RIOVERDE,E,PROD,3.44,190.681,47.7,0,142.9,0
4K,NEGRITOS,O,APA,,0,0,0,0,0
500,NEGRITOS,O,ATA,0.35,14.262,0,0,14.3,0
501,NEGRITOS,O,ATA,0.07,25.745,0,0,25.7,0
5011,ANCHA,E,ATA,0,0,0,0,0,0
5012,ANCHA,E,ATA,0.06,0.325,0,0.3,0,0
5013,ANCHA,E,ATA,0,0.039,0,0,0,0
5014,ANCHA,E,ATA,0,0.071,0,0.1,0,0
502,NEGRITOS,O,DPA,,0,0,0,0,0
503,NEGRITOS,O,ATA,0.32,20.382,0,0,20.4,0
504,NEGRITOS,O,ATA,0.39,15.334,0,0,15.3,0
5040,LLANO,S,ATA,2.39,64.346,56.9,7.5,0,0
5049,ANCHA,E,ATA,0.74,42.593,0,42.6,0,0
505,NEGRITOS,O,APA,0.3,4.75,0,0,4.8,0
5053,SIETEVIENTOS,O,APA,2.74,175.504,175.5,0,0,0
506,NEGRITOS,O,APA,709.03,21.98,0,0,0,0
5069,YESO,S,PROD,0.33,66.104,0,0,66.1,0
507,NEGRITOS,O,ATA,0.03,8.838,0,0,8.8,0
5072,GAVILAN,S,PROD,1.09,51.85,5.2,25.3,21.3,0
5079,ANCHA,E,ATA,0,0,0,0,0,0
508,NEGRITOS,O,DPA,,0,0,0,0,0
5086,VICHAYO,E,DPA,,0,0,0,0,0
509,NEGRITOS,O,DPA,,0,0,0,0,0
5090,LOMITOS,E,PROD,3.3,60.516,0,0,37.9,0
51,NEGRITOS,O,DPA,,0,0,0,0,0
510,NEGRITOS,O,DPA,,0,0,0,0,0
5105,SILLA,E,PROD,0.97,61.554,0,17.5,44,0
511,NEGRITOS,O,APA,0.19,6.835,0,0,6.8,0
5114,SIETEVIENTOS,O,APA,1.17,77.81,77.8,0,0,0
512,NEGRITOS,O,APA,0.13,14.718,0,0,14.7,0
5125,LAGUNITOS,S,DPA,,0,0,0,0,0
5126,ANCHA,E,ATA,0,0,0,0,0,0
5129,SANDINO,E,DPA,,0,0,0,0,0
513,NEGRITOS,O,DPA,,0,0,0,0,0
5137,SIETEVIENTOS,O,PROD,2.44,168.145,168.1,0,0,0
514,NEGRITOS,O,APA,0.07,14.103,0,0,14.1,0
515,NEGRITOS,O,APA,0.48,13.951,0,0,14,0
5151,LOMITOS,E,ATA,0.33,63.563,63.6,0,0,0
5153,RAMON,E,PROD,0.26,65.342,4,0,61.3,0
5158,ANCHA,E,ATA,0.06,0.005,0,0,0,0
5159,SIETEVIENTOS,O,PROD,3.61,76.077,76.1,0,0,0
516,NEGRITOS,O,DPA,,0,0,0,0,0
5167,LOMITOS,E,ATA,1.23,19.561,19.6,0,0,0
517,NEGRITOS,O,APA,0.1,13.107,0,0,13.1,0
518,NEGRITOS,O,ATA,0.06,22.345,0,0,22.3,0
5188,LOMITOS,E,ATA,0.32,2.147,0,0,0,2.1
519,NEGRITOS,O,ATA,5.1,107.172,0,0,0,0
5196,LOMITOS,E,DPA,,0,0,0,0,0
5197,LOMITOS,E,DPA,,0,0,0,0,0
5198,LOMITOS,E,PROD,1.65,84.485,21.5,0,63,0
51A,NEGRITOS,O,APA,873.58,27.081,0,0,27.1,0
520,NEGRITOS,O,DPA,,0,0,0,0,0
5202,NEGRITOS,O,ATA,0.35,0.61,0,0,0,0
5203,LOMITOS,E,ATA,1.87,0.37,0,0,0.4,0
5204,VERDUNALTO,E,PROD,1.28,116.488,0,0,116.5,0
521,NEGRITOS,O,APA,1.24,12.178,0,0,12.2,0
5212,SIETEVIENTOS,O,ATA,0.03,73.119,30.7,0,42.4,0
522,NEGRITOS,O,DPA,,0,0,0,0,0
5222,LOMITOS,E,PROD,1.28,85.658,66.1,0,19.5,0
523,NEGRITOS,O,APA,0.35,9.151,0,0,9.2,0
524,NEGRITOS,O,DPA,,0,0,0,0,0
5244,RAMON,E,PROD,0.97,46.557,0,11.4,35.2,0
5248,SANDINO,E,ATA,0.1,0.409,0.4,0,0,0
525,NEGRITOS,O,APA,0.2,9.915,0,0,9.9,0
526,NEGRITOS,O,APA,0.84,19.993,0,0,20,0
527,NEGRITOS,O,DPA,,0,0,0,0,0
528,NEGRITOS,O,DPA,,0,0,0,0,0
529,NEGRITOS,O,APA,0.03,8.996,0,0,9,0
53,NEGRITOS,O,APA,912.13,28.276,0,0,0,0
530,NEGRITOS,O,ATA,0.03,27.54,0,0,27.5,0
531,NEGRITOS,O,DPA,,0,0,0,0,0
532,NEGRITOS,O,APA,344.23,10.671,0,0,0,0
533,NEGRITOS,O,ATA,0.13,38.438,0,0,38.4,0
534,NEGRITOS,O,ATA,0.58,31.591,0,0,31.6,0
5345,ANCHA,E,PROD,0.64,10.131,0,10.1,0,0
535,NEGRITOS,O,ATA,0.9,27.12,0,0,27.1,0
5355,SILLA,E,DPA,,0,0,0,0,0
536,NEGRITOS,O,ATA,0.1,31.407,0,0,31.4,0
537,NEGRITOS,O,DPA,,0,0,0,0,0
538,NEGRITOS,O,ATA,0.26,23.396,0,0,23.4,0
539,NEGRITOS,O,APA,188.84,5.854,0,0,5.9,0
54,NEGRITOS,O,APA,0.1,2.058,0,0,2.1,0
540,NEGRITOS,O,ATA,0.6,33.32,0,0,33.3,0
541,NEGRITOS,O,ATA,0.1,43.071,0,0,0,0
542,NEGRITOS,O,APA,0.16,20.109,0,0,20.1,0
543,NEGRITOS,O,DPA,,0,0,0,0,0
544,NEGRITOS,O,ATA,0.45,33.351,0,0,33.4,0
545,NEGRITOS,O,DPA,,0,0,0,0,0
546,NEGRITOS,O,APA,0.53,6.67,0,0,6.7,0
547,NEGRITOS,O,ATA,0.52,46.585,0,0,46.6,0
5478,ANCHA,E,ATA,0,0,0,0,0,0
5479,ANCHA,E,ATA,0,0.003,0,0,0,0
548,NEGRITOS,O,DPA,,0,0,0,0,0
5481,ANCHA,E,ATA,0,0.003,0,0,0,0
5482,ANCHA,E,ATA,0,0,0,0,0,0
5486,ANCHA,E,ATA,0,0,0,0,0,0
5487,ANCHA,E,ATA,0,0.013,0,0,0,0
549,NEGRITOS,O,DPA,,0,0,0,0,0
5491,ANCHA,E,ATA,0.47,0.033,0,0,0,0
55,NEGRITOS,O,ATA,0.23,68.9,0,0,68.9,0
550,NEGRITOS,O,ATA,0.35,26.231,0,0,26.2,0
551,NEGRITOS,O,DPA,,0,0,0,0,0
5513,LOMITOS,E,DPA,,0,0,0,0,0
552,NEGRITOS,O,DPA,,0,0,0,0,0
5524E,VERDUNALTO,E,PROD,0.73,23.318,10.5,0,12.8,0
5525,LAGUNITOS,S,ATA,0,0,0,0,0,0
553,NEGRITOS,O,ATA,0.52,40.894,0,0,40.9,0
5537,YESO,S,PROD,0.85,82.456,0,0,82.5,0
554,NEGRITOS,O,ATA,1.81,45.455,0,0,45.5,0
555,NEGRITOS,O,DPA,,0,0,0,0,0
555A,NEGRITOS,O,DPA,,0,0,0,0,0
556,NEGRITOS,O,DPA,,0,0,0,0,0
5568,YESO,S,ATA,0.87,37.93,0,0,37.9,0
556A,NEGRITOS,O,DPA,,0,0,0,0,0
557,NEGRITOS,O,DPA,,0,0,0,0,0
5575,LAGUNITOS,S,APA,,0,0,0,0,0
558,NEGRITOS,O,DPA,,0,0,0,0,0
5580,LAGUNITOS,S,ATA,0,0,0,0,0,0
558A,NEGRITOS,O,APA,0.23,18.577,0,0,18.6,0
559,NEGRITOS,O,DPA,,0,0,0,0,0
56,NEGRITOS,O,APA,0.13,34.782,0,0,34.8,0
560,NEGRITOS,O,DPA,,0,0,0,0,0
560A,NEGRITOS,O,DPA,,0,0,0,0,0
561,NEGRITOS,O,DPA,,0,0,0,0,0
561A,NEGRITOS,O,DPA,,0,0,0,0,0
562,NEGRITOS,O,DPA,,0,0,0,0,0
5627,VERDUNALTO,E,PROD,0.97,177.723,0,0,177.7,0
563,NEGRITOS,O,DPA,,0,0,0,0,0
564,NEGRITOS,O,APA,0.48,52.741,0,0,0,0
565,NEGRITOS,O,ATA,0.94,40.939,0,0,40.9,0
566,NEGRITOS,O,DPA,,0,0,0,0,0
566A,NEGRITOS,O,ATA,0.45,92.022,0,0,92,0
567,NEGRITOS,O,ATA,0.35,20.585,0,0,20.6,0
568,NEGRITOS,O,ATA,0.53,22.928,0,0,22.9,0
569,NEGRITOS,O,ATA,1.1,34.846,0,0,0,0
57,NEGRITOS,O,APA,1024.32,31.754,0,0,31.8,0
570,NEGRITOS,O,APA,1.42,37.717,0,0,37.7,0
571,NEGRITOS,O,ATA,1.74,38.438,0,0,38.4,0
572,NEGRITOS,O,APA,1.03,44.848,0,0,44.8,0
